
Time: 0
Queue 2: [(524,30,3), (797,31,8), (592,35,4), (258,37,7), (539,39,5), (287,41,3), (861,41,4), (744,43,5), (78,45,8), (72,47,3), (769,47,8), (673,50,3), (475,51,7), (50,53,4), (741,53,4), (484,55,3), (671,56,3), (647,57,4), (103,59,6), (283,61,5), (584,62,3), (154,64,8), (608,66,5), (325,68,3), (338,69,4), (698,70,3), (486,71,6)]
Queue 3: [(219,29,3), (914,31,5), (802,34,6), (942,36,5), (824,38,6), (676,40,8), (89,43,5), (821,44,3), (491,45,8), (395,47,8), (391,50,7), (272,52,5), (321,53,4), (470,54,7), (167,57,7), (461,59,8), (16,62,4), (822,62,4), (201,65,5), (759,66,5), (339,68,4), (661,69,4), (93,71,5)]
Queue 4: [(9,30,1), (839,30,5), (776,33,5), (598,35,8), (921,38,3), (586,39,8), (869,41,8), (840,44,4), (708,45,7), (477,47,8), (505,50,8), (384,52,8), (485,54,4), (835,55,8), (738,58,5), (413,60,3), (571,61,6), (868,62,8), (462,66,6), (349,68,6), (192,70,4), (568,71,4)]
Queue 5: [(781,30,8), (907,34,7), (300,37,4), (926,38,8), (322,41,5), (990,42,4), (877,43,7), (11,46,3), (651,46,7), (979,48,4), (570,50,4), (500,51,3), (323,52,7), (564,53,5), (544,55,3), (688,56,3), (808,57,4), (286,59,4), (538,60,8), (645,62,3), (975,64,6), (579,66,8), (989,68,7), (466,71,8)]
Queue 6: [(843,29,3), (69,32,8), (636,35,5), (867,37,3), (45,39,8), (553,41,6), (149,43,7), (377,45,7), (85,47,6), (282,49,7), (991,50,7), (804,52,7), (918,54,3), (855,55,6), (207,58,4), (479,59,4), (901,60,6), (591,62,3), (333,64,8), (35,67,6), (792,68,6), (937,70,8)]
Queue 7: [(663,30,2), (614,31,3), (225,33,5), (390,35,7), (111,38,3), (193,39,5), (793,40,3), (736,41,7), (760,43,8), (122,46,3), (691,46,8), (881,49,4), (690,50,5), (847,51,5), (143,53,7), (212,55,7), (958,57,5), (559,59,5), (356,61,6), (106,63,7), (701,65,5), (206,67,3), (508,68,3), (406,69,3), (267,70,7)]
Queue 8: [(890,29,2), (666,31,5), (165,34,6), (273,36,5), (440,38,5), (224,40,8), (628,42,4), (790,43,5), (458,45,6), (723,46,4), (844,47,6), (118,50,7), (932,51,6), (449,53,4), (509,54,3), (693,55,3), (786,56,6), (785,58,3), (560,59,7), (28,62,5), (556,64,5), (714,65,5), (481,67,4), (860,68,5), (378,70,6)]
Queue 9: [(132,29,1), (892,30,4), (268,33,7), (880,35,3), (662,37,5), (213,39,7), (601,41,6), (182,43,6), (81,45,3), (712,45,7), (480,47,8), (637,50,7), (344,52,5), (467,53,5), (33,55,5), (863,56,3), (4,58,3), (929,58,4), (288,60,6), (498,62,5), (899,64,8), (66,67,5), (642,68,3), (410,69,8), (997,71,6)]
Queue 10: [(943,29,4), (375,32,8), (960,35,3), (683,37,4), (64,39,8), (625,41,8), (836,43,4), (120,45,3), (735,45,5), (121,47,3), (848,47,3), (436,49,5), (694,50,8), (589,52,5), (615,53,4), (383,55,8), (222,58,8), (946,60,4), (510,62,3), (670,63,5), (311,65,7), (529,67,6), (527,69,7), (574,71,5)]
Queue 11: [(784,30,5), (459,33,7), (65,36,4), (964,37,3), (170,39,3), (36,40,8), (951,41,3), (629,43,3), (30,44,7), (246,46,5), (365,47,8), (214,50,7), (37,52,6), (487,53,3), (294,54,6), (369,56,6), (710,58,8), (468,61,7), (18,64,7), (873,65,6), (138,68,6), (13,70,6)]
Queue 12: [(27,30,3), (160,32,3), (788,33,3), (133,35,4), (421,36,4), (127,38,6), (309,40,8), (654,42,7), (910,44,5), (304,46,7), (876,47,3), (535,49,3), (227,50,3), (761,50,8), (812,52,7), (75,55,7), (281,57,8), (394,60,5), (768,61,5), (77,64,4), (371,65,3), (904,65,6), (305,68,3), (80,69,4), (425,70,5)]
Queue 13: [(169,30,4), (566,32,5), (155,35,3), (180,36,8), (239,39,7), (702,41,5), (51,43,6), (934,44,8), (941,46,8), (886,49,6), (23,51,8), (188,53,8), (751,55,3), (101,57,4), (254,58,7), (618,60,8), (853,63,3), (152,65,4), (743,65,5), (711,67,5), (87,69,8), (725,71,4)]
Queue 14: [(433,30,5), (520,33,3), (927,34,4), (247,36,4), (58,38,5), (490,39,5), (22,41,7), (665,43,3), (43,44,8), (345,46,5), (483,47,6), (67,50,3), (699,50,7), (444,52,6), (684,53,3), (102,55,6), (203,57,5), (982,58,5), (820,60,7), (697,62,7), (401,65,6), (728,67,7), (870,69,5), (472,71,3)]
Queue 15: [(455,30,4), (953,32,4), (61,35,6), (47,37,8), (137,40,4), (173,41,3), (770,41,7), (82,44,8), (392,46,7), (168,48,8), (859,50,4), (46,52,5), (237,53,3), (696,53,8), (116,57,6), (34,59,5), (846,60,8), (854,63,6), (680,65,7), (117,68,3), (988,68,7), (94,71,5)]
Queue 16: [(125,29,1), (142,31,3), (996,32,8), (263,36,6), (511,38,5), (343,40,7), (39,42,3), (686,43,3), (197,44,3), (249,45,7), (7,47,3), (523,47,4), (588,49,3), (295,50,7), (148,52,4), (866,52,3), (536,53,8), (386,56,5), (503,58,5), (908,59,3), (159,61,8), (100,64,7), (131,66,7), (667,68,5), (141,70,8)]
Queue 17: [(0,29,1), (327,31,3), (29,33,3), (525,34,7), (92,37,5), (191,39,4), (400,40,8), (765,42,7), (976,44,4), (791,45,4), (17,47,4), (973,47,3), (638,49,7), (60,51,6), (718,52,7), (703,54,4), (262,56,4), (316,57,7), (83,60,3), (216,61,3), (809,61,5), (153,64,6), (837,65,5), (729,67,7), (871,69,4), (315,71,7)]
Queue 18: [(755,30,7), (533,34,3), (782,35,3), (534,36,5), (528,38,6), (471,40,7), (799,42,5), (681,44,5), (648,45,5), (19,47,5), (255,48,3), (894,49,5), (916,50,8), (41,53,8), (416,55,6), (332,57,5), (347,59,4), (865,60,4), (925,61,6), (935,64,5), (852,65,8), (740,68,6), (541,70,7)]
Queue 19: [(655,29,3), (162,32,7), (805,35,3), (562,36,7), (252,39,4), (521,40,4), (745,41,8), (721,44,6), (944,45,7), (652,47,4), (841,49,8), (540,51,7), (293,53,5), (811,54,4), (307,56,6), (577,58,7), (889,60,3), (635,61,4), (753,62,5), (190,65,4), (358,66,4), (842,67,5), (278,69,5), (2,71,3), (734,71,6)]

Time: 72
Waiting clients: (139,73,6)(158,73,8)(303,73,7)(415,73,4)(507,73,5)(514,73,7)(669,73,7)(672,73,8)(773,73,7)(896,73,7)(906,73,5)(49,74,5)(70,74,8)(109,74,4)(218,74,4)(292,74,3)(353,74,3)(414,74,6)(501,74,5)(569,74,6)(572,74,4)(885,74,3)(920,74,5)(972,74,3)(20,75,3)(54,75,3)(84,75,4)(334,75,3)(469,75,8)(587,75,3)(695,75,7)(777,75,4)(779,75,8)(930,75,6)(112,76,3)(228,76,6)(301,76,7)(464,76,8)(756,76,6)(831,76,8)(845,76,3)(879,76,7)(922,76,7)(40,77,7)(435,77,4)(482,77,8)(704,77,7)(807,77,5)(815,77,6)(856,77,3)(5,78,6)(174,78,3)(217,78,8)(223,78,7)(442,78,3)(448,78,4)(473,78,6)(585,78,6)(742,78,3)(747,78,3)(924,78,7)(955,78,8)(194,79,4)(236,79,3)(340,79,3)(376,79,8)(437,79,4)(445,79,7)(495,79,6)(542,79,3)(599,79,3)(603,79,8)(727,79,5)(923,79,3)(956,79,8)(962,79,3)(44,80,4)(68,80,5)(115,80,8)(124,80,6)(177,80,3)(396,80,8)(551,80,5)(593,80,5)(864,80,3)(882,80,5)(936,80,6)(983,80,6)(319,81,8)(496,81,4)(516,81,6)(565,81,3)(606,81,6)(622,81,4)(757,81,6)(764,81,6)(947,81,5)(965,81,3)(32,82,4)(71,82,6)(136,82,7)(244,82,7)(412,82,4)(454,82,3)(492,82,3)(689,82,7)(806,82,5)(883,82,5)(992,82,3)(96,83,8)(250,83,4)(306,83,4)(364,83,8)(597,83,5)(685,83,4)(750,83,4)(796,83,8)(884,83,3)(985,83,5)(166,84,6)(186,84,4)(234,84,4)(261,84,5)(372,84,6)(522,84,5)(582,84,3)(602,84,8)(605,84,7)(613,84,6)(660,84,5)(774,84,7)(833,84,5)(862,84,5)(911,84,8)(912,84,8)(171,85,3)(336,85,7)(451,85,7)(460,85,6)(497,85,7)(596,85,6)(657,85,5)(713,85,8)(57,86,7)(189,86,3)(271,86,7)(314,86,8)(478,86,7)(494,86,4)(547,86,3)(590,86,5)(600,86,5)(616,86,4)(668,86,6)(674,86,7)(700,86,3)(731,86,7)(817,86,5)(826,86,7)(850,86,3)(993,86,6)(151,87,5)(204,87,7)(289,87,3)(318,87,3)(330,87,7)(382,87,4)(580,87,6)(767,87,4)(902,87,6)(6,88,8)(25,88,8)(26,88,5)(73,88,3)(259,88,4)(285,88,8)(399,88,7)(816,88,7)(969,88,6)(974,88,3)(52,89,8)(253,89,5)(341,89,4)(348,89,5)(430,89,5)(548,89,4)(558,89,6)(874,89,4)(176,90,3)(230,90,6)(277,90,5)(361,90,5)(404,90,3)(411,90,5)(453,90,3)(457,90,3)(504,90,4)(561,90,5)(631,90,7)(656,90,3)(795,90,7)(987,90,3)(284,91,3)(423,91,3)(550,91,6)(900,91,6)(968,91,3)(104,92,8)(157,92,8)(183,92,8)(312,92,5)(342,92,8)(403,92,3)(576,92,3)(583,92,6)(611,92,6)(733,92,8)(771,92,4)(832,92,8)(928,92,5)(1,93,5)(107,93,5)(265,93,6)(297,93,3)(298,93,7)(446,93,3)(709,93,6)(775,93,6)(803,93,8)(834,93,4)(970,93,8)(88,94,4)(235,94,6)(291,94,7)(402,94,4)(417,94,3)(438,94,7)(545,94,6)(763,94,4)(875,94,3)(903,94,5)(940,94,5)(966,94,4)(978,94,5)(31,95,6)(161,95,8)(422,95,5)(474,95,4)(476,95,5)(557,95,7)(594,95,7)(604,95,5)(828,95,7)(893,95,3)(954,95,4)(129,96,7)(256,96,8)(324,96,7)(607,96,4)(621,96,7)(664,96,7)(746,96,5)(818,96,6)(38,97,5)(146,97,8)(185,97,6)(229,97,4)(238,97,5)(346,97,6)(360,97,7)(431,97,6)(452,97,6)(578,97,6)(630,97,5)(829,97,6)(830,97,7)(888,97,8)(931,97,5)(74,98,6)(140,98,5)(187,98,7)(198,98,7)(269,98,5)(363,98,6)(387,98,6)(388,98,4)(623,98,6)(633,98,4)(720,98,3)(814,98,6)(915,98,5)(950,98,7)(967,98,8)(99,99,5)(126,99,6)(195,99,8)(251,99,4)(393,99,5)(726,99,3)(737,99,4)(959,99,7)
Queue 0: [(971,29,1), (380,31,8), (374,35,8), (264,38,5), (209,40,4), (245,41,3), (849,41,4), (715,43,6), (359,45,4), (317,46,6), (678,47,3), (722,48,7), (984,50,3), (627,51,3), (489,52,7), (337,54,6), (397,56,8), (355,59,6), (499,61,4), (515,62,6), (200,65,8), (90,68,6), (581,69,8), (426,72,7)]
Queue 1: [(766,30,3), (326,32,3), (819,33,7), (897,36,5), (573,38,8), (276,41,5), (948,42,6), (754,44,8), (420,46,5), (144,48,5), (110,50,3), (748,50,4), (810,51,7), (519,53,5), (119,55,4), (512,56,3), (432,57,7), (105,60,8), (554,62,5), (172,65,8), (86,67,4), (758,68,3), (612,69,7), (749,71,8)]
Queue 2: [(524,30,2), (797,31,8), (592,35,4), (258,37,7), (539,39,5), (287,41,3), (861,41,4), (744,43,5), (78,45,8), (72,47,3), (769,47,8), (673,50,3), (475,51,7), (50,53,4), (741,53,4), (484,55,3), (671,56,3), (647,57,4), (103,59,6), (283,61,5), (584,62,3), (154,64,8), (608,66,5), (325,68,3), (338,69,4), (698,70,3), (486,71,6)]
Queue 3: [(219,29,2), (914,31,5), (802,34,6), (942,36,5), (824,38,6), (676,40,8), (89,43,5), (821,44,3), (491,45,8), (395,47,8), (391,50,7), (272,52,5), (321,53,4), (470,54,7), (167,57,7), (461,59,8), (16,62,4), (822,62,4), (201,65,5), (759,66,5), (339,68,4), (661,69,4), (93,71,5), (658,72,6)]
Queue 4: [(839,30,5), (776,33,5), (598,35,8), (921,38,3), (586,39,8), (869,41,8), (840,44,4), (708,45,7), (477,47,8), (505,50,8), (384,52,8), (485,54,4), (835,55,8), (738,58,5), (413,60,3), (571,61,6), (868,62,8), (462,66,6), (349,68,6), (192,70,4), (568,71,4)]
Queue 5: [(781,30,7), (907,34,7), (300,37,4), (926,38,8), (322,41,5), (990,42,4), (877,43,7), (11,46,3), (651,46,7), (979,48,4), (570,50,4), (500,51,3), (323,52,7), (564,53,5), (544,55,3), (688,56,3), (808,57,4), (286,59,4), (538,60,8), (645,62,3), (975,64,6), (579,66,8), (989,68,7), (466,71,8)]
Queue 6: [(843,29,2), (69,32,8), (636,35,5), (867,37,3), (45,39,8), (553,41,6), (149,43,7), (377,45,7), (85,47,6), (282,49,7), (991,50,7), (804,52,7), (918,54,3), (855,55,6), (207,58,4), (479,59,4), (901,60,6), (591,62,3), (333,64,8), (35,67,6), (792,68,6), (937,70,8)]
Queue 7: [(663,30,1), (614,31,3), (225,33,5), (390,35,7), (111,38,3), (193,39,5), (793,40,3), (736,41,7), (760,43,8), (122,46,3), (691,46,8), (881,49,4), (690,50,5), (847,51,5), (143,53,7), (212,55,7), (958,57,5), (559,59,5), (356,61,6), (106,63,7), (701,65,5), (206,67,3), (508,68,3), (406,69,3), (267,70,7), (659,72,8)]
Queue 8: [(890,29,1), (666,31,5), (165,34,6), (273,36,5), (440,38,5), (224,40,8), (628,42,4), (790,43,5), (458,45,6), (723,46,4), (844,47,6), (118,50,7), (932,51,6), (449,53,4), (509,54,3), (693,55,3), (786,56,6), (785,58,3), (560,59,7), (28,62,5), (556,64,5), (714,65,5), (481,67,4), (860,68,5), (378,70,6), (537,72,7)]
Queue 9: [(892,30,4), (268,33,7), (880,35,3), (662,37,5), (213,39,7), (601,41,6), (182,43,6), (81,45,3), (712,45,7), (480,47,8), (637,50,7), (344,52,5), (467,53,5), (33,55,5), (863,56,3), (4,58,3), (929,58,4), (288,60,6), (498,62,5), (899,64,8), (66,67,5), (642,68,3), (410,69,8), (997,71,6)]
Queue 10: [(943,29,3), (375,32,8), (960,35,3), (683,37,4), (64,39,8), (625,41,8), (836,43,4), (120,45,3), (735,45,5), (121,47,3), (848,47,3), (436,49,5), (694,50,8), (589,52,5), (615,53,4), (383,55,8), (222,58,8), (946,60,4), (510,62,3), (670,63,5), (311,65,7), (529,67,6), (527,69,7), (574,71,5)]
Queue 11: [(784,30,4), (459,33,7), (65,36,4), (964,37,3), (170,39,3), (36,40,8), (951,41,3), (629,43,3), (30,44,7), (246,46,5), (365,47,8), (214,50,7), (37,52,6), (487,53,3), (294,54,6), (369,56,6), (710,58,8), (468,61,7), (18,64,7), (873,65,6), (138,68,6), (13,70,6), (367,72,5)]
Queue 12: [(27,30,2), (160,32,3), (788,33,3), (133,35,4), (421,36,4), (127,38,6), (309,40,8), (654,42,7), (910,44,5), (304,46,7), (876,47,3), (535,49,3), (227,50,3), (761,50,8), (812,52,7), (75,55,7), (281,57,8), (394,60,5), (768,61,5), (77,64,4), (371,65,3), (904,65,6), (305,68,3), (80,69,4), (425,70,5), (424,72,6)]
Queue 13: [(169,30,3), (566,32,5), (155,35,3), (180,36,8), (239,39,7), (702,41,5), (51,43,6), (934,44,8), (941,46,8), (886,49,6), (23,51,8), (188,53,8), (751,55,3), (101,57,4), (254,58,7), (618,60,8), (853,63,3), (152,65,4), (743,65,5), (711,67,5), (87,69,8), (725,71,4)]
Queue 14: [(433,30,4), (520,33,3), (927,34,4), (247,36,4), (58,38,5), (490,39,5), (22,41,7), (665,43,3), (43,44,8), (345,46,5), (483,47,6), (67,50,3), (699,50,7), (444,52,6), (684,53,3), (102,55,6), (203,57,5), (982,58,5), (820,60,7), (697,62,7), (401,65,6), (728,67,7), (870,69,5), (472,71,3), (632,72,7)]
Queue 15: [(455,30,3), (953,32,4), (61,35,6), (47,37,8), (137,40,4), (173,41,3), (770,41,7), (82,44,8), (392,46,7), (168,48,8), (859,50,4), (46,52,5), (237,53,3), (696,53,8), (116,57,6), (34,59,5), (846,60,8), (854,63,6), (680,65,7), (117,68,3), (988,68,7), (94,71,5), (933,72,6)]
Queue 16: [(142,31,3), (996,32,8), (263,36,6), (511,38,5), (343,40,7), (39,42,3), (686,43,3), (197,44,3), (249,45,7), (7,47,3), (523,47,4), (588,49,3), (295,50,7), (148,52,4), (866,52,3), (536,53,8), (386,56,5), (503,58,5), (908,59,3), (159,61,8), (100,64,7), (131,66,7), (667,68,5), (141,70,8)]
Queue 17: [(327,31,3), (29,33,3), (525,34,7), (92,37,5), (191,39,4), (400,40,8), (765,42,7), (976,44,4), (791,45,4), (17,47,4), (973,47,3), (638,49,7), (60,51,6), (718,52,7), (703,54,4), (262,56,4), (316,57,7), (83,60,3), (216,61,3), (809,61,5), (153,64,6), (837,65,5), (729,67,7), (871,69,4), (315,71,7)]
Queue 18: [(755,30,6), (533,34,3), (782,35,3), (534,36,5), (528,38,6), (471,40,7), (799,42,5), (681,44,5), (648,45,5), (19,47,5), (255,48,3), (894,49,5), (916,50,8), (41,53,8), (416,55,6), (332,57,5), (347,59,4), (865,60,4), (925,61,6), (935,64,5), (852,65,8), (740,68,6), (541,70,7)]
Queue 19: [(655,29,2), (162,32,7), (805,35,3), (562,36,7), (252,39,4), (521,40,4), (745,41,8), (721,44,6), (944,45,7), (652,47,4), (841,49,8), (540,51,7), (293,53,5), (811,54,4), (307,56,6), (577,58,7), (889,60,3), (635,61,4), (753,62,5), (190,65,4), (358,66,4), (842,67,5), (278,69,5), (2,71,3), (734,71,6)]

Time: 73
Waiting clients: (49,74,5)(70,74,8)(109,74,4)(218,74,4)(292,74,3)(353,74,3)(414,74,6)(501,74,5)(569,74,6)(572,74,4)(885,74,3)(920,74,5)(972,74,3)(20,75,3)(54,75,3)(84,75,4)(334,75,3)(469,75,8)(587,75,3)(695,75,7)(777,75,4)(779,75,8)(930,75,6)(112,76,3)(228,76,6)(301,76,7)(464,76,8)(756,76,6)(831,76,8)(845,76,3)(879,76,7)(922,76,7)(40,77,7)(435,77,4)(482,77,8)(704,77,7)(807,77,5)(815,77,6)(856,77,3)(5,78,6)(174,78,3)(217,78,8)(223,78,7)(442,78,3)(448,78,4)(473,78,6)(585,78,6)(742,78,3)(747,78,3)(924,78,7)(955,78,8)(194,79,4)(236,79,3)(340,79,3)(376,79,8)(437,79,4)(445,79,7)(495,79,6)(542,79,3)(599,79,3)(603,79,8)(727,79,5)(923,79,3)(956,79,8)(962,79,3)(44,80,4)(68,80,5)(115,80,8)(124,80,6)(177,80,3)(396,80,8)(551,80,5)(593,80,5)(864,80,3)(882,80,5)(936,80,6)(983,80,6)(319,81,8)(496,81,4)(516,81,6)(565,81,3)(606,81,6)(622,81,4)(757,81,6)(764,81,6)(947,81,5)(965,81,3)(32,82,4)(71,82,6)(136,82,7)(244,82,7)(412,82,4)(454,82,3)(492,82,3)(689,82,7)(806,82,5)(883,82,5)(992,82,3)(96,83,8)(250,83,4)(306,83,4)(364,83,8)(597,83,5)(685,83,4)(750,83,4)(796,83,8)(884,83,3)(985,83,5)(166,84,6)(186,84,4)(234,84,4)(261,84,5)(372,84,6)(522,84,5)(582,84,3)(602,84,8)(605,84,7)(613,84,6)(660,84,5)(774,84,7)(833,84,5)(862,84,5)(911,84,8)(912,84,8)(171,85,3)(336,85,7)(451,85,7)(460,85,6)(497,85,7)(596,85,6)(657,85,5)(713,85,8)(57,86,7)(189,86,3)(271,86,7)(314,86,8)(478,86,7)(494,86,4)(547,86,3)(590,86,5)(600,86,5)(616,86,4)(668,86,6)(674,86,7)(700,86,3)(731,86,7)(817,86,5)(826,86,7)(850,86,3)(993,86,6)(151,87,5)(204,87,7)(289,87,3)(318,87,3)(330,87,7)(382,87,4)(580,87,6)(767,87,4)(902,87,6)(6,88,8)(25,88,8)(26,88,5)(73,88,3)(259,88,4)(285,88,8)(399,88,7)(816,88,7)(969,88,6)(974,88,3)(52,89,8)(253,89,5)(341,89,4)(348,89,5)(430,89,5)(548,89,4)(558,89,6)(874,89,4)(176,90,3)(230,90,6)(277,90,5)(361,90,5)(404,90,3)(411,90,5)(453,90,3)(457,90,3)(504,90,4)(561,90,5)(631,90,7)(656,90,3)(795,90,7)(987,90,3)(284,91,3)(423,91,3)(550,91,6)(900,91,6)(968,91,3)(104,92,8)(157,92,8)(183,92,8)(312,92,5)(342,92,8)(403,92,3)(576,92,3)(583,92,6)(611,92,6)(733,92,8)(771,92,4)(832,92,8)(928,92,5)(1,93,5)(107,93,5)(265,93,6)(297,93,3)(298,93,7)(446,93,3)(709,93,6)(775,93,6)(803,93,8)(834,93,4)(970,93,8)(88,94,4)(235,94,6)(291,94,7)(402,94,4)(417,94,3)(438,94,7)(545,94,6)(763,94,4)(875,94,3)(903,94,5)(940,94,5)(966,94,4)(978,94,5)(31,95,6)(161,95,8)(422,95,5)(474,95,4)(476,95,5)(557,95,7)(594,95,7)(604,95,5)(828,95,7)(893,95,3)(954,95,4)(129,96,7)(256,96,8)(324,96,7)(607,96,4)(621,96,7)(664,96,7)(746,96,5)(818,96,6)(38,97,5)(146,97,8)(185,97,6)(229,97,4)(238,97,5)(346,97,6)(360,97,7)(431,97,6)(452,97,6)(578,97,6)(630,97,5)(829,97,6)(830,97,7)(888,97,8)(931,97,5)(74,98,6)(140,98,5)(187,98,7)(198,98,7)(269,98,5)(363,98,6)(387,98,6)(388,98,4)(623,98,6)(633,98,4)(720,98,3)(814,98,6)(915,98,5)(950,98,7)(967,98,8)(99,99,5)(126,99,6)(195,99,8)(251,99,4)(393,99,5)(726,99,3)(737,99,4)(959,99,7)
Queue 0: [(380,31,8), (374,35,8), (264,38,5), (209,40,4), (245,41,3), (849,41,4), (715,43,6), (359,45,4), (317,46,6), (678,47,3), (722,48,7), (984,50,3), (627,51,3), (489,52,7), (337,54,6), (397,56,8), (355,59,6), (499,61,4), (515,62,6), (200,65,8), (90,68,6), (581,69,8), (426,72,7)]
Queue 1: [(766,30,2), (326,32,3), (819,33,7), (897,36,5), (573,38,8), (276,41,5), (948,42,6), (754,44,8), (420,46,5), (144,48,5), (110,50,3), (748,50,4), (810,51,7), (519,53,5), (119,55,4), (512,56,3), (432,57,7), (105,60,8), (554,62,5), (172,65,8), (86,67,4), (758,68,3), (612,69,7), (749,71,8)]
Queue 2: [(524,30,1), (797,31,8), (592,35,4), (258,37,7), (539,39,5), (287,41,3), (861,41,4), (744,43,5), (78,45,8), (72,47,3), (769,47,8), (673,50,3), (475,51,7), (50,53,4), (741,53,4), (484,55,3), (671,56,3), (647,57,4), (103,59,6), (283,61,5), (584,62,3), (154,64,8), (608,66,5), (325,68,3), (338,69,4), (698,70,3), (486,71,6), (672,73,8)]
Queue 3: [(219,29,1), (914,31,5), (802,34,6), (942,36,5), (824,38,6), (676,40,8), (89,43,5), (821,44,3), (491,45,8), (395,47,8), (391,50,7), (272,52,5), (321,53,4), (470,54,7), (167,57,7), (461,59,8), (16,62,4), (822,62,4), (201,65,5), (759,66,5), (339,68,4), (661,69,4), (93,71,5), (658,72,6)]
Queue 4: [(839,30,4), (776,33,5), (598,35,8), (921,38,3), (586,39,8), (869,41,8), (840,44,4), (708,45,7), (477,47,8), (505,50,8), (384,52,8), (485,54,4), (835,55,8), (738,58,5), (413,60,3), (571,61,6), (868,62,8), (462,66,6), (349,68,6), (192,70,4), (568,71,4), (303,73,7)]
Queue 5: [(781,30,6), (907,34,7), (300,37,4), (926,38,8), (322,41,5), (990,42,4), (877,43,7), (11,46,3), (651,46,7), (979,48,4), (570,50,4), (500,51,3), (323,52,7), (564,53,5), (544,55,3), (688,56,3), (808,57,4), (286,59,4), (538,60,8), (645,62,3), (975,64,6), (579,66,8), (989,68,7), (466,71,8), (906,73,5)]
Queue 6: [(843,29,1), (69,32,8), (636,35,5), (867,37,3), (45,39,8), (553,41,6), (149,43,7), (377,45,7), (85,47,6), (282,49,7), (991,50,7), (804,52,7), (918,54,3), (855,55,6), (207,58,4), (479,59,4), (901,60,6), (591,62,3), (333,64,8), (35,67,6), (792,68,6), (937,70,8), (507,73,5)]
Queue 7: [(614,31,3), (225,33,5), (390,35,7), (111,38,3), (193,39,5), (793,40,3), (736,41,7), (760,43,8), (122,46,3), (691,46,8), (881,49,4), (690,50,5), (847,51,5), (143,53,7), (212,55,7), (958,57,5), (559,59,5), (356,61,6), (106,63,7), (701,65,5), (206,67,3), (508,68,3), (406,69,3), (267,70,7), (659,72,8)]
Queue 8: [(666,31,5), (165,34,6), (273,36,5), (440,38,5), (224,40,8), (628,42,4), (790,43,5), (458,45,6), (723,46,4), (844,47,6), (118,50,7), (932,51,6), (449,53,4), (509,54,3), (693,55,3), (786,56,6), (785,58,3), (560,59,7), (28,62,5), (556,64,5), (714,65,5), (481,67,4), (860,68,5), (378,70,6), (537,72,7)]
Queue 9: [(892,30,3), (268,33,7), (880,35,3), (662,37,5), (213,39,7), (601,41,6), (182,43,6), (81,45,3), (712,45,7), (480,47,8), (637,50,7), (344,52,5), (467,53,5), (33,55,5), (863,56,3), (4,58,3), (929,58,4), (288,60,6), (498,62,5), (899,64,8), (66,67,5), (642,68,3), (410,69,8), (997,71,6)]
Queue 10: [(943,29,2), (375,32,8), (960,35,3), (683,37,4), (64,39,8), (625,41,8), (836,43,4), (120,45,3), (735,45,5), (121,47,3), (848,47,3), (436,49,5), (694,50,8), (589,52,5), (615,53,4), (383,55,8), (222,58,8), (946,60,4), (510,62,3), (670,63,5), (311,65,7), (529,67,6), (527,69,7), (574,71,5), (514,73,7)]
Queue 11: [(784,30,3), (459,33,7), (65,36,4), (964,37,3), (170,39,3), (36,40,8), (951,41,3), (629,43,3), (30,44,7), (246,46,5), (365,47,8), (214,50,7), (37,52,6), (487,53,3), (294,54,6), (369,56,6), (710,58,8), (468,61,7), (18,64,7), (873,65,6), (138,68,6), (13,70,6), (367,72,5), (773,73,7)]
Queue 12: [(27,30,1), (160,32,3), (788,33,3), (133,35,4), (421,36,4), (127,38,6), (309,40,8), (654,42,7), (910,44,5), (304,46,7), (876,47,3), (535,49,3), (227,50,3), (761,50,8), (812,52,7), (75,55,7), (281,57,8), (394,60,5), (768,61,5), (77,64,4), (371,65,3), (904,65,6), (305,68,3), (80,69,4), (425,70,5), (424,72,6)]
Queue 13: [(169,30,2), (566,32,5), (155,35,3), (180,36,8), (239,39,7), (702,41,5), (51,43,6), (934,44,8), (941,46,8), (886,49,6), (23,51,8), (188,53,8), (751,55,3), (101,57,4), (254,58,7), (618,60,8), (853,63,3), (152,65,4), (743,65,5), (711,67,5), (87,69,8), (725,71,4), (415,73,4)]
Queue 14: [(433,30,3), (520,33,3), (927,34,4), (247,36,4), (58,38,5), (490,39,5), (22,41,7), (665,43,3), (43,44,8), (345,46,5), (483,47,6), (67,50,3), (699,50,7), (444,52,6), (684,53,3), (102,55,6), (203,57,5), (982,58,5), (820,60,7), (697,62,7), (401,65,6), (728,67,7), (870,69,5), (472,71,3), (632,72,7)]
Queue 15: [(455,30,2), (953,32,4), (61,35,6), (47,37,8), (137,40,4), (173,41,3), (770,41,7), (82,44,8), (392,46,7), (168,48,8), (859,50,4), (46,52,5), (237,53,3), (696,53,8), (116,57,6), (34,59,5), (846,60,8), (854,63,6), (680,65,7), (117,68,3), (988,68,7), (94,71,5), (933,72,6)]
Queue 16: [(142,31,2), (996,32,8), (263,36,6), (511,38,5), (343,40,7), (39,42,3), (686,43,3), (197,44,3), (249,45,7), (7,47,3), (523,47,4), (588,49,3), (295,50,7), (148,52,4), (866,52,3), (536,53,8), (386,56,5), (503,58,5), (908,59,3), (159,61,8), (100,64,7), (131,66,7), (667,68,5), (141,70,8), (139,73,6)]
